"MESEC";"DAN V MESECU";Živorojeni
"2013M12";"30";44
"2013M12";"31";42
"2014M01";"1";50
"2014M01";"2";73
"2014M01";"3";57
"2014M01";"4";42
"2014M01";"5";61
"2014M01";"6";56
"2014M01";"7";73
"2014M01";"8";63
"2014M01";"9";56
"2014M01";"10";64
"2014M01";"11";43
"2014M01";"12";45
"2014M01";"13";58
"2014M01";"14";55
"2014M01";"15";44
"2014M01";"16";68
"2014M01";"17";72
"2014M01";"18";49
"2014M01";"19";56
"2014M01";"20";59
"2014M01";"21";50
"2014M01";"22";55
"2014M01";"23";51
"2014M01";"24";64
"2014M01";"25";39
"2014M01";"26";40
"2014M01";"27";79
"2014M01";"28";60
"2014M01";"29";58
"2014M01";"30";65
"2014M01";"31";55
"2014M02";"1";44
"2014M02";"2";48
"2014M02";"3";54
"2014M02";"4";57
"2014M02";"5";51
"2014M02";"6";69
"2014M02";"7";61
"2014M02";"8";40
"2014M02";"9";36
"2014M02";"10";54
"2014M02";"11";55
"2014M02";"12";56
"2014M02";"13";56
"2014M02";"14";67
"2014M02";"15";47
"2014M02";"16";50
"2014M02";"17";53
"2014M02";"18";60
"2014M02";"19";57
"2014M02";"20";63
"2014M02";"21";60
"2014M02";"22";56
"2014M02";"23";39
"2014M02";"24";53
"2014M02";"25";70
"2014M02";"26";60
"2014M02";"27";52
"2014M02";"28";64
"2014M02";"29";-
"2014M02";"30";-
"2014M02";"31";-
"2014M03";"1";55
"2014M03";"2";52
"2014M03";"3";68
"2014M03";"4";51
"2014M03";"5";43
"2014M03";"6";57
"2014M03";"7";67
"2014M03";"8";52
"2014M03";"9";35
"2014M03";"10";56
"2014M03";"11";60
"2014M03";"12";65
"2014M03";"13";57
"2014M03";"14";58
"2014M03";"15";52
"2014M03";"16";58
"2014M03";"17";61
"2014M03";"18";59
"2014M03";"19";58
"2014M03";"20";56
"2014M03";"21";57
"2014M03";"22";55
"2014M03";"23";43
"2014M03";"24";58
"2014M03";"25";51
"2014M03";"26";52
"2014M03";"27";55
"2014M03";"28";66
"2014M03";"29";46
"2014M03";"30";43
"2014M03";"31";55
"2014M04";"1";51
"2014M04";"2";51
"2014M04";"3";63
"2014M04";"4";59
"2014M04";"5";41
"2014M04";"6";39
"2014M04";"7";64
"2014M04";"8";70
"2014M04";"9";72
"2014M04";"10";63
"2014M04";"11";72
"2014M04";"12";45
"2014M04";"13";41
"2014M04";"14";69
"2014M04";"15";64
"2014M04";"16";65
"2014M04";"17";61
"2014M04";"18";61
"2014M04";"19";59
"2014M04";"20";41
"2014M04";"21";41
"2014M04";"22";78
"2014M04";"23";62
"2014M04";"24";76
"2014M04";"25";79
"2014M04";"26";56
"2014M04";"27";41
"2014M04";"28";73
"2014M04";"29";66
"2014M04";"30";71
"2014M04";"31";-
"2014M05";"1";55
"2014M05";"2";55
"2014M05";"3";51
"2014M05";"4";45
"2014M05";"5";64
"2014M05";"6";71
"2014M05";"7";68
"2014M05";"8";62
"2014M05";"9";54
"2014M05";"10";44
"2014M05";"11";43
"2014M05";"12";67
"2014M05";"13";61
"2014M05";"14";61
"2014M05";"15";56
"2014M05";"16";58
"2014M05";"17";52
"2014M05";"18";40
"2014M05";"19";57
"2014M05";"20";59
"2014M05";"21";61
"2014M05";"22";78
"2014M05";"23";56
"2014M05";"24";62
"2014M05";"25";35
"2014M05";"26";70
"2014M05";"27";65
"2014M05";"28";62
"2014M05";"29";66
"2014M05";"30";73
"2014M05";"31";55
"2014M06";"1";39
"2014M06";"2";58
"2014M06";"3";59
"2014M06";"4";54
"2014M06";"5";63
"2014M06";"6";70
"2014M06";"7";49
"2014M06";"8";44
"2014M06";"9";69
"2014M06";"10";67
"2014M06";"11";69
"2014M06";"12";67
"2014M06";"13";59
"2014M06";"14";51
"2014M06";"15";44
"2014M06";"16";52
"2014M06";"17";66
"2014M06";"18";68
"2014M06";"19";55
"2014M06";"20";62
"2014M06";"21";56
"2014M06";"22";56
"2014M06";"23";60
"2014M06";"24";74
"2014M06";"25";50
"2014M06";"26";64
"2014M06";"27";75
"2014M06";"28";50
"2014M06";"29";51
"2014M06";"30";66
"2014M06";"31";-
"2014M07";"1";61
"2014M07";"2";59
"2014M07";"3";70
"2014M07";"4";65
"2014M07";"5";47
"2014M07";"6";40
"2014M07";"7";65
"2014M07";"8";63
"2014M07";"9";61
"2014M07";"10";73
"2014M07";"11";76
"2014M07";"12";48
"2014M07";"13";63
"2014M07";"14";87
"2014M07";"15";64
"2014M07";"16";73
"2014M07";"17";73
"2014M07";"18";50
"2014M07";"19";68
"2014M07";"20";60
"2014M07";"21";68
"2014M07";"22";57
"2014M07";"23";75
"2014M07";"24";74
"2014M07";"25";63
"2014M07";"26";56
"2014M07";"27";36
"2014M07";"28";64
"2014M07";"29";66
"2014M07";"30";70
"2014M07";"31";59
"2014M08";"1";60
"2014M08";"2";58
"2014M08";"3";60
"2014M08";"4";77
"2014M08";"5";79
"2014M08";"6";63
"2014M08";"7";66
"2014M08";"8";67
"2014M08";"9";54
"2014M08";"10";52
"2014M08";"11";80
"2014M08";"12";55
"2014M08";"13";62
"2014M08";"14";84
"2014M08";"15";56
"2014M08";"16";51
"2014M08";"17";58
"2014M08";"18";63
"2014M08";"19";60
"2014M08";"20";64
"2014M08";"21";77
"2014M08";"22";72
"2014M08";"23";42
"2014M08";"24";39
"2014M08";"25";70
"2014M08";"26";53
"2014M08";"27";75
"2014M08";"28";63
"2014M08";"29";71
"2014M08";"30";60
"2014M08";"31";43
"2014M09";"1";68
"2014M09";"2";54
"2014M09";"3";52
"2014M09";"4";65
"2014M09";"5";65
"2014M09";"6";48
"2014M09";"7";29
"2014M09";"8";58
"2014M09";"9";69
"2014M09";"10";69
"2014M09";"11";68
"2014M09";"12";62
"2014M09";"13";54
"2014M09";"14";43
"2014M09";"15";65
"2014M09";"16";84
"2014M09";"17";71
"2014M09";"18";73
"2014M09";"19";72
"2014M09";"20";65
"2014M09";"21";47
"2014M09";"22";70
"2014M09";"23";67
"2014M09";"24";70
"2014M09";"25";61
"2014M09";"26";72
"2014M09";"27";49
"2014M09";"28";46
"2014M09";"29";71
"2014M09";"30";58
"2014M09";"31";-
"2014M10";"1";78
"2014M10";"2";64
"2014M10";"3";62
"2014M10";"4";54
"2014M10";"5";42
"2014M10";"6";77
"2014M10";"7";70
"2014M10";"8";57
"2014M10";"9";53
"2014M10";"10";77
"2014M10";"11";40
"2014M10";"12";42
"2014M10";"13";66
"2014M10";"14";57
"2014M10";"15";71
"2014M10";"16";68
"2014M10";"17";68
"2014M10";"18";46
"2014M10";"19";50
"2014M10";"20";63
"2014M10";"21";69
"2014M10";"22";61
"2014M10";"23";62
"2014M10";"24";62
"2014M10";"25";41
"2014M10";"26";59
"2014M10";"27";55
"2014M10";"28";63
"2014M10";"29";71
"2014M10";"30";57
"2014M10";"31";48
"2014M11";"1";41
"2014M11";"2";52
"2014M11";"3";60
"2014M11";"4";60
"2014M11";"5";55
"2014M11";"6";71
"2014M11";"7";61
"2014M11";"8";54
"2014M11";"9";42
"2014M11";"10";63
"2014M11";"11";63
"2014M11";"12";60
"2014M11";"13";49
"2014M11";"14";60
"2014M11";"15";33
"2014M11";"16";44
"2014M11";"17";64
"2014M11";"18";46
"2014M11";"19";41
"2014M11";"20";56
"2014M11";"21";61
"2014M11";"22";53
"2014M11";"23";35
"2014M11";"24";56
"2014M11";"25";56
"2014M11";"26";52
"2014M11";"27";51
"2014M11";"28";61
"2014M11";"29";53
"2014M11";"30";35
"2014M11";"31";-
"2014M12";"1";57
"2014M12";"2";56
"2014M12";"3";59
"2014M12";"4";52
"2014M12";"5";56
"2014M12";"6";35
"2014M12";"7";42
"2014M12";"8";64
"2014M12";"9";64
"2014M12";"10";37
"2014M12";"11";54
"2014M12";"12";63
"2014M12";"13";38
"2014M12";"14";33
"2014M12";"15";56
"2014M12";"16";66
"2014M12";"17";63
"2014M12";"18";61
"2014M12";"19";60
"2014M12";"20";41
"2014M12";"21";44
"2014M12";"22";64
"2014M12";"23";58
"2014M12";"24";62
"2014M12";"25";43
"2014M12";"26";45
"2014M12";"27";42
"2014M12";"28";54
"2014M12";"29";57
"2014M12";"30";53
"2014M12";"31";52
"2015M01";"1";38
"2015M01";"2";65
"2015M01";"3";59
"2015M01";"4";53
"2015M01";"5";63
"2015M01";"6";67
"2015M01";"7";53
"2015M01";"8";59
"2015M01";"9";54
"2015M01";"10";44
"2015M01";"11";37
"2015M01";"12";56
"2015M01";"13";67
"2015M01";"14";63
"2015M01";"15";63
"2015M01";"16";74
"2015M01";"17";54
"2015M01";"18";47
"2015M01";"19";58
"2015M01";"20";66
"2015M01";"21";63
"2015M01";"22";56
"2015M01";"23";61
"2015M01";"24";41
"2015M01";"25";38
"2015M01";"26";63
"2015M01";"27";51
"2015M01";"28";44
"2015M01";"29";59
"2015M01";"30";67
"2015M01";"31";46
"2015M02";"1";43
"2015M02";"2";71
"2015M02";"3";59
"2015M02";"4";56
"2015M02";"5";68
"2015M02";"6";64
"2015M02";"7";51
"2015M02";"8";41
"2015M02";"9";66
"2015M02";"10";58
"2015M02";"11";53
"2015M02";"12";69
"2015M02";"13";50
"2015M02";"14";44
"2015M02";"15";40
"2015M02";"16";49
"2015M02";"17";67
"2015M02";"18";64
"2015M02";"19";48
"2015M02";"20";62
"2015M02";"21";42
"2015M02";"22";48
"2015M02";"23";68
"2015M02";"24";61
"2015M02";"25";61
"2015M02";"26";55
"2015M02";"27";63
"2015M02";"28";39
"2015M02";"29";-
"2015M02";"30";-
"2015M02";"31";-
"2015M03";"1";36
"2015M03";"2";49
"2015M03";"3";61
"2015M03";"4";55
"2015M03";"5";63
"2015M03";"6";80
"2015M03";"7";29
"2015M03";"8";44
"2015M03";"9";44
"2015M03";"10";67
"2015M03";"11";52
"2015M03";"12";57
"2015M03";"13";60
"2015M03";"14";39
"2015M03";"15";48
"2015M03";"16";51
"2015M03";"17";66
"2015M03";"18";63
"2015M03";"19";59
"2015M03";"20";56
"2015M03";"21";35
"2015M03";"22";36
"2015M03";"23";51
"2015M03";"24";59
"2015M03";"25";51
"2015M03";"26";33
"2015M03";"27";54
"2015M03";"28";51
"2015M03";"29";40
"2015M03";"30";43
"2015M03";"31";67
"2015M04";"1";52
"2015M04";"2";43
"2015M04";"3";59
"2015M04";"4";40
"2015M04";"5";38
"2015M04";"6";51
"2015M04";"7";59
"2015M04";"8";66
"2015M04";"9";55
"2015M04";"10";89
"2015M04";"11";39
"2015M04";"12";37
"2015M04";"13";65
"2015M04";"14";62
"2015M04";"15";58
"2015M04";"16";61
"2015M04";"17";67
"2015M04";"18";45
"2015M04";"19";45
"2015M04";"20";75
"2015M04";"21";55
"2015M04";"22";53
"2015M04";"23";62
"2015M04";"24";65
"2015M04";"25";44
"2015M04";"26";44
"2015M04";"27";54
"2015M04";"28";47
"2015M04";"29";70
"2015M04";"30";62
"2015M04";"31";-
"2015M05";"1";49
"2015M05";"2";55
"2015M05";"3";49
"2015M05";"4";82
"2015M05";"5";62
"2015M05";"6";61
"2015M05";"7";57
"2015M05";"8";66
"2015M05";"9";54
"2015M05";"10";54
"2015M05";"11";68
"2015M05";"12";60
"2015M05";"13";75
"2015M05";"14";69
"2015M05";"15";68
"2015M05";"16";46
"2015M05";"17";48
"2015M05";"18";53
"2015M05";"19";56
"2015M05";"20";65
"2015M05";"21";52
"2015M05";"22";66
"2015M05";"23";49
"2015M05";"24";54
"2015M05";"25";85
"2015M05";"26";59
"2015M05";"27";52
"2015M05";"28";55
"2015M05";"29";56
"2015M05";"30";51
"2015M05";"31";50
"2015M06";"1";66
"2015M06";"2";66
"2015M06";"3";59
"2015M06";"4";62
"2015M06";"5";58
"2015M06";"6";52
"2015M06";"7";39
"2015M06";"8";64
"2015M06";"9";66
"2015M06";"10";56
"2015M06";"11";61
"2015M06";"12";67
"2015M06";"13";45
"2015M06";"14";33
"2015M06";"15";76
"2015M06";"16";71
"2015M06";"17";70
"2015M06";"18";72
"2015M06";"19";56
"2015M06";"20";54
"2015M06";"21";47
"2015M06";"22";59
"2015M06";"23";55
"2015M06";"24";83
"2015M06";"25";65
"2015M06";"26";67
"2015M06";"27";54
"2015M06";"28";51
"2015M06";"29";60
"2015M06";"30";68
"2015M06";"31";-
"2015M07";"1";64
"2015M07";"2";76
"2015M07";"3";74
"2015M07";"4";50
"2015M07";"5";51
"2015M07";"6";82
"2015M07";"7";75
"2015M07";"8";78
"2015M07";"9";54
"2015M07";"10";61
"2015M07";"11";49
"2015M07";"12";50
"2015M07";"13";61
"2015M07";"14";67
"2015M07";"15";65
"2015M07";"16";57
"2015M07";"17";65
"2015M07";"18";48
"2015M07";"19";52
"2015M07";"20";61
"2015M07";"21";71
"2015M07";"22";58
"2015M07";"23";50
"2015M07";"24";63
"2015M07";"25";40
"2015M07";"26";52
"2015M07";"27";69
"2015M07";"28";54
"2015M07";"29";66
"2015M07";"30";76
"2015M07";"31";71
"2015M08";"1";53
"2015M08";"2";42
"2015M08";"3";60
"2015M08";"4";49
"2015M08";"5";70
"2015M08";"6";58
"2015M08";"7";75
"2015M08";"8";64
"2015M08";"9";40
"2015M08";"10";50
"2015M08";"11";73
"2015M08";"12";67
"2015M08";"13";47
"2015M08";"14";59
"2015M08";"15";57
"2015M08";"16";46
"2015M08";"17";69
"2015M08";"18";73
"2015M08";"19";67
"2015M08";"20";70
"2015M08";"21";58
"2015M08";"22";54
"2015M08";"23";48
"2015M08";"24";61
"2015M08";"25";73
"2015M08";"26";58
"2015M08";"27";51
"2015M08";"28";58
"2015M08";"29";48
"2015M08";"30";54
"2015M08";"31";68
"2015M09";"1";58
"2015M09";"2";63
"2015M09";"3";58
"2015M09";"4";59
"2015M09";"5";50
"2015M09";"6";44
"2015M09";"7";68
"2015M09";"8";73
"2015M09";"9";62
"2015M09";"10";67
"2015M09";"11";56
"2015M09";"12";39
"2015M09";"13";38
"2015M09";"14";58
"2015M09";"15";58
"2015M09";"16";64
"2015M09";"17";47
"2015M09";"18";69
"2015M09";"19";38
"2015M09";"20";60
"2015M09";"21";65
"2015M09";"22";79
"2015M09";"23";81
"2015M09";"24";70
"2015M09";"25";83
"2015M09";"26";54
"2015M09";"27";48
"2015M09";"28";54
"2015M09";"29";74
"2015M09";"30";70
"2015M09";"31";-
"2015M10";"1";77
"2015M10";"2";67
"2015M10";"3";54
"2015M10";"4";48
"2015M10";"5";72
"2015M10";"6";71
"2015M10";"7";78
"2015M10";"8";63
"2015M10";"9";56
"2015M10";"10";55
"2015M10";"11";36
"2015M10";"12";68
"2015M10";"13";54
"2015M10";"14";50
"2015M10";"15";46
"2015M10";"16";57
"2015M10";"17";59
"2015M10";"18";40
"2015M10";"19";57
"2015M10";"20";53
"2015M10";"21";62
"2015M10";"22";65
"2015M10";"23";60
"2015M10";"24";35
"2015M10";"25";47
"2015M10";"26";59
"2015M10";"27";63
"2015M10";"28";50
"2015M10";"29";55
"2015M10";"30";52
"2015M10";"31";50
"2015M11";"1";39
"2015M11";"2";68
"2015M11";"3";51
"2015M11";"4";52
"2015M11";"5";56
"2015M11";"6";63
"2015M11";"7";51
"2015M11";"8";42
"2015M11";"9";55
"2015M11";"10";58
"2015M11";"11";56
"2015M11";"12";46
"2015M11";"13";60
"2015M11";"14";46
"2015M11";"15";52
"2015M11";"16";56
"2015M11";"17";67
"2015M11";"18";51
"2015M11";"19";60
"2015M11";"20";69
"2015M11";"21";44
"2015M11";"22";51
"2015M11";"23";65
"2015M11";"24";47
"2015M11";"25";58
"2015M11";"26";46
"2015M11";"27";53
"2015M11";"28";36
"2015M11";"29";50
"2015M11";"30";60
"2015M11";"31";-
"2015M12";"1";42
"2015M12";"2";56
"2015M12";"3";53
"2015M12";"4";68
"2015M12";"5";48
"2015M12";"6";53
"2015M12";"7";62
"2015M12";"8";46
"2015M12";"9";46
"2015M12";"10";55
"2015M12";"11";62
"2015M12";"12";39
"2015M12";"13";42
"2015M12";"14";63
"2015M12";"15";65
"2015M12";"16";66
"2015M12";"17";60
"2015M12";"18";46
"2015M12";"19";43
"2015M12";"20";46
"2015M12";"21";53
"2015M12";"22";51
"2015M12";"23";59
"2015M12";"24";39
"2015M12";"25";36
"2015M12";"26";36
"2015M12";"27";42
"2015M12";"28";44
"2015M12";"29";44
"2015M12";"30";49
"2015M12";"31";45
"2016M01";"1";42
"2016M01";"2";51
"2016M01";"3";41
"2016M01";"4";57
"2016M01";"5";56
"2016M01";"6";67
"2016M01";"7";51
"2016M01";"8";66
"2016M01";"9";45
"2016M01";"10";40
"2016M01";"11";57
"2016M01";"12";57
"2016M01";"13";59
"2016M01";"14";66
"2016M01";"15";45
"2016M01";"16";57
"2016M01";"17";48
"2016M01";"18";68
"2016M01";"19";62
"2016M01";"20";66
"2016M01";"21";68
"2016M01";"22";76
"2016M01";"23";49
"2016M01";"24";41
"2016M01";"25";57
"2016M01";"26";60
"2016M01";"27";54
"2016M01";"28";48
"2016M01";"29";57
"2016M01";"30";42
"2016M01";"31";49
"2016M02";"1";54
"2016M02";"2";64
"2016M02";"3";60
"2016M02";"4";49
"2016M02";"5";64
"2016M02";"6";46
"2016M02";"7";52
"2016M02";"8";46
"2016M02";"9";62
"2016M02";"10";62
"2016M02";"11";39
"2016M02";"12";55
"2016M02";"13";46
"2016M02";"14";48
"2016M02";"15";62
"2016M02";"16";52
"2016M02";"17";61
"2016M02";"18";47
"2016M02";"19";43
"2016M02";"20";39
"2016M02";"21";37
"2016M02";"22";65
"2016M02";"23";65
"2016M02";"24";56
"2016M02";"25";56
"2016M02";"26";75
"2016M02";"27";47
"2016M02";"28";35
"2016M02";"29";42
"2016M02";"30";-
"2016M02";"31";-
"2016M03";"1";66
"2016M03";"2";63
"2016M03";"3";62
"2016M03";"4";66
"2016M03";"5";39
"2016M03";"6";34
"2016M03";"7";62
"2016M03";"8";63
"2016M03";"9";57
"2016M03";"10";57
"2016M03";"11";54
"2016M03";"12";41
"2016M03";"13";52
"2016M03";"14";62
"2016M03";"15";51
"2016M03";"16";68
"2016M03";"17";51
"2016M03";"18";50
"2016M03";"19";48
"2016M03";"20";35
"2016M03";"21";47
"2016M03";"22";57
"2016M03";"23";60
"2016M03";"24";49
"2016M03";"25";73
"2016M03";"26";62
"2016M03";"27";44
"2016M03";"28";39
"2016M03";"29";59
"2016M03";"30";53
"2016M03";"31";60
"2016M04";"1";60
"2016M04";"2";59
"2016M04";"3";50
"2016M04";"4";62
"2016M04";"5";67
"2016M04";"6";51
"2016M04";"7";59
"2016M04";"8";64
"2016M04";"9";54
"2016M04";"10";37
"2016M04";"11";49
"2016M04";"12";55
"2016M04";"13";54
"2016M04";"14";56
"2016M04";"15";73
"2016M04";"16";48
"2016M04";"17";50
"2016M04";"18";52
"2016M04";"19";54
"2016M04";"20";57
"2016M04";"21";56
"2016M04";"22";63
"2016M04";"23";49
"2016M04";"24";36
"2016M04";"25";39
"2016M04";"26";60
"2016M04";"27";41
"2016M04";"28";59
"2016M04";"29";61
"2016M04";"30";55
"2016M04";"31";-
"2016M05";"1";42
"2016M05";"2";56
"2016M05";"3";49
"2016M05";"4";71
"2016M05";"5";56
"2016M05";"6";55
"2016M05";"7";39
"2016M05";"8";45
"2016M05";"9";68
"2016M05";"10";66
"2016M05";"11";45
"2016M05";"12";65
"2016M05";"13";48
"2016M05";"14";40
"2016M05";"15";40
"2016M05";"16";66
"2016M05";"17";55
"2016M05";"18";68
"2016M05";"19";57
"2016M05";"20";61
"2016M05";"21";44
"2016M05";"22";57
"2016M05";"23";68
"2016M05";"24";49
"2016M05";"25";57
"2016M05";"26";68
"2016M05";"27";53
"2016M05";"28";47
"2016M05";"29";59
"2016M05";"30";65
"2016M05";"31";57
"2016M06";"1";56
"2016M06";"2";66
"2016M06";"3";67
"2016M06";"4";35
"2016M06";"5";44
"2016M06";"6";62
"2016M06";"7";58
"2016M06";"8";67
"2016M06";"9";60
"2016M06";"10";64
"2016M06";"11";42
"2016M06";"12";35
"2016M06";"13";68
"2016M06";"14";55
"2016M06";"15";59
"2016M06";"16";54
"2016M06";"17";55
"2016M06";"18";46
"2016M06";"19";37
"2016M06";"20";70
"2016M06";"21";62
"2016M06";"22";80
"2016M06";"23";73
"2016M06";"24";58
"2016M06";"25";47
"2016M06";"26";55
"2016M06";"27";60
"2016M06";"28";54
"2016M06";"29";59
"2016M06";"30";62
