"STAROSTNE SKUPINE";"IZOBRAZBA MATERE";"LETO";"VRSTNI RED ROJSTVA";Živorojeni
"35-39 let";"Osnovnošolska";"2010";"Prvo rojstvo";34
"35-39 let";"Osnovnošolska";"2010";"Drugo rojstvo";66
"35-39 let";"Osnovnošolska";"2010";"Tretje rojstvo ali veè";116
"35-39 let";"Osnovnošolska";"2011";"Prvo rojstvo";54
"35-39 let";"Osnovnošolska";"2011";"Drugo rojstvo";69
"35-39 let";"Osnovnošolska";"2011";"Tretje rojstvo ali veè";113
"35-39 let";"Osnovnošolska";"2012";"Prvo rojstvo";38
"35-39 let";"Osnovnošolska";"2012";"Drugo rojstvo";63
"35-39 let";"Osnovnošolska";"2012";"Tretje rojstvo ali veè";93
"35-39 let";"Osnovnošolska";"2013";"Prvo rojstvo";53
"35-39 let";"Osnovnošolska";"2013";"Drugo rojstvo";49
"35-39 let";"Osnovnošolska";"2013";"Tretje rojstvo ali veè";82
"35-39 let";"Osnovnošolska";"2014";"Prvo rojstvo";39
"35-39 let";"Osnovnošolska";"2014";"Drugo rojstvo";60
"35-39 let";"Osnovnošolska";"2014";"Tretje rojstvo ali veè";85
"35-39 let";"Osnovnošolska";"2015";"Prvo rojstvo";35
"35-39 let";"Osnovnošolska";"2015";"Drugo rojstvo";47
"35-39 let";"Osnovnošolska";"2015";"Tretje rojstvo ali veè";92
"35-39 let";"Osnovnošolska";"2016";"Prvo rojstvo";30
"35-39 let";"Osnovnošolska";"2016";"Drugo rojstvo";52
"35-39 let";"Osnovnošolska";"2016";"Tretje rojstvo ali veè";77
"35-39 let";"Osnovnošolska";"2017";"Prvo rojstvo";31
"35-39 let";"Osnovnošolska";"2017";"Drugo rojstvo";47
"35-39 let";"Osnovnošolska";"2017";"Tretje rojstvo ali veè";76
"35-39 let";"Osnovnošolska";"2018";"Prvo rojstvo";25
"35-39 let";"Osnovnošolska";"2018";"Drugo rojstvo";56
"35-39 let";"Osnovnošolska";"2018";"Tretje rojstvo ali veè";83
"35-39 let";"Nižja poklicna, srednja poklicna";"2010";"Prvo rojstvo";82
"35-39 let";"Nižja poklicna, srednja poklicna";"2010";"Drugo rojstvo";124
"35-39 let";"Nižja poklicna, srednja poklicna";"2010";"Tretje rojstvo ali veè";150
"35-39 let";"Nižja poklicna, srednja poklicna";"2011";"Prvo rojstvo";65
"35-39 let";"Nižja poklicna, srednja poklicna";"2011";"Drugo rojstvo";122
"35-39 let";"Nižja poklicna, srednja poklicna";"2011";"Tretje rojstvo ali veè";147
"35-39 let";"Nižja poklicna, srednja poklicna";"2012";"Prvo rojstvo";63
"35-39 let";"Nižja poklicna, srednja poklicna";"2012";"Drugo rojstvo";124
"35-39 let";"Nižja poklicna, srednja poklicna";"2012";"Tretje rojstvo ali veè";131
"35-39 let";"Nižja poklicna, srednja poklicna";"2013";"Prvo rojstvo";82
"35-39 let";"Nižja poklicna, srednja poklicna";"2013";"Drugo rojstvo";118
"35-39 let";"Nižja poklicna, srednja poklicna";"2013";"Tretje rojstvo ali veè";105
"35-39 let";"Nižja poklicna, srednja poklicna";"2014";"Prvo rojstvo";69
"35-39 let";"Nižja poklicna, srednja poklicna";"2014";"Drugo rojstvo";124
"35-39 let";"Nižja poklicna, srednja poklicna";"2014";"Tretje rojstvo ali veè";127
"35-39 let";"Nižja poklicna, srednja poklicna";"2015";"Prvo rojstvo";70
"35-39 let";"Nižja poklicna, srednja poklicna";"2015";"Drugo rojstvo";115
"35-39 let";"Nižja poklicna, srednja poklicna";"2015";"Tretje rojstvo ali veè";136
"35-39 let";"Nižja poklicna, srednja poklicna";"2016";"Prvo rojstvo";69
"35-39 let";"Nižja poklicna, srednja poklicna";"2016";"Drugo rojstvo";118
"35-39 let";"Nižja poklicna, srednja poklicna";"2016";"Tretje rojstvo ali veè";126
"35-39 let";"Nižja poklicna, srednja poklicna";"2017";"Prvo rojstvo";61
"35-39 let";"Nižja poklicna, srednja poklicna";"2017";"Drugo rojstvo";107
"35-39 let";"Nižja poklicna, srednja poklicna";"2017";"Tretje rojstvo ali veè";141
"35-39 let";"Nižja poklicna, srednja poklicna";"2018";"Prvo rojstvo";61
"35-39 let";"Nižja poklicna, srednja poklicna";"2018";"Drugo rojstvo";103
"35-39 let";"Nižja poklicna, srednja poklicna";"2018";"Tretje rojstvo ali veè";133
"35-39 let";"Srednja strokovna, srednja splošna";"2010";"Prvo rojstvo";220
"35-39 let";"Srednja strokovna, srednja splošna";"2010";"Drugo rojstvo";331
"35-39 let";"Srednja strokovna, srednja splošna";"2010";"Tretje rojstvo ali veè";256
"35-39 let";"Srednja strokovna, srednja splošna";"2011";"Prvo rojstvo";240
"35-39 let";"Srednja strokovna, srednja splošna";"2011";"Drugo rojstvo";358
"35-39 let";"Srednja strokovna, srednja splošna";"2011";"Tretje rojstvo ali veè";243
"35-39 let";"Srednja strokovna, srednja splošna";"2012";"Prvo rojstvo";251
"35-39 let";"Srednja strokovna, srednja splošna";"2012";"Drugo rojstvo";379
"35-39 let";"Srednja strokovna, srednja splošna";"2012";"Tretje rojstvo ali veè";249
"35-39 let";"Srednja strokovna, srednja splošna";"2013";"Prvo rojstvo";248
"35-39 let";"Srednja strokovna, srednja splošna";"2013";"Drugo rojstvo";348
"35-39 let";"Srednja strokovna, srednja splošna";"2013";"Tretje rojstvo ali veè";197
"35-39 let";"Srednja strokovna, srednja splošna";"2014";"Prvo rojstvo";256
"35-39 let";"Srednja strokovna, srednja splošna";"2014";"Drugo rojstvo";378
"35-39 let";"Srednja strokovna, srednja splošna";"2014";"Tretje rojstvo ali veè";249
"35-39 let";"Srednja strokovna, srednja splošna";"2015";"Prvo rojstvo";262
"35-39 let";"Srednja strokovna, srednja splošna";"2015";"Drugo rojstvo";363
"35-39 let";"Srednja strokovna, srednja splošna";"2015";"Tretje rojstvo ali veè";228
"35-39 let";"Srednja strokovna, srednja splošna";"2016";"Prvo rojstvo";256
"35-39 let";"Srednja strokovna, srednja splošna";"2016";"Drugo rojstvo";335
"35-39 let";"Srednja strokovna, srednja splošna";"2016";"Tretje rojstvo ali veè";215
"35-39 let";"Srednja strokovna, srednja splošna";"2017";"Prvo rojstvo";218
"35-39 let";"Srednja strokovna, srednja splošna";"2017";"Drugo rojstvo";316
"35-39 let";"Srednja strokovna, srednja splošna";"2017";"Tretje rojstvo ali veè";237
"35-39 let";"Srednja strokovna, srednja splošna";"2018";"Prvo rojstvo";247
"35-39 let";"Srednja strokovna, srednja splošna";"2018";"Drugo rojstvo";370
"35-39 let";"Srednja strokovna, srednja splošna";"2018";"Tretje rojstvo ali veè";228
"35-39 let";"Visokošolska 1. stopnje ipd.";"2010";"Prvo rojstvo";152
"35-39 let";"Visokošolska 1. stopnje ipd.";"2010";"Drugo rojstvo";211
"35-39 let";"Visokošolska 1. stopnje ipd.";"2010";"Tretje rojstvo ali veè";138
"35-39 let";"Visokošolska 1. stopnje ipd.";"2011";"Prvo rojstvo";128
"35-39 let";"Visokošolska 1. stopnje ipd.";"2011";"Drugo rojstvo";228
"35-39 let";"Visokošolska 1. stopnje ipd.";"2011";"Tretje rojstvo ali veè";125
"35-39 let";"Visokošolska 1. stopnje ipd.";"2012";"Prvo rojstvo";144
"35-39 let";"Visokošolska 1. stopnje ipd.";"2012";"Drugo rojstvo";225
"35-39 let";"Visokošolska 1. stopnje ipd.";"2012";"Tretje rojstvo ali veè";114
"35-39 let";"Visokošolska 1. stopnje ipd.";"2013";"Prvo rojstvo";164
"35-39 let";"Visokošolska 1. stopnje ipd.";"2013";"Drugo rojstvo";242
"35-39 let";"Visokošolska 1. stopnje ipd.";"2013";"Tretje rojstvo ali veè";136
"35-39 let";"Visokošolska 1. stopnje ipd.";"2014";"Prvo rojstvo";190
"35-39 let";"Visokošolska 1. stopnje ipd.";"2014";"Drugo rojstvo";286
"35-39 let";"Visokošolska 1. stopnje ipd.";"2014";"Tretje rojstvo ali veè";148
"35-39 let";"Visokošolska 1. stopnje ipd.";"2015";"Prvo rojstvo";168
"35-39 let";"Visokošolska 1. stopnje ipd.";"2015";"Drugo rojstvo";236
"35-39 let";"Visokošolska 1. stopnje ipd.";"2015";"Tretje rojstvo ali veè";141
"35-39 let";"Visokošolska 1. stopnje ipd.";"2016";"Prvo rojstvo";207
"35-39 let";"Visokošolska 1. stopnje ipd.";"2016";"Drugo rojstvo";292
"35-39 let";"Visokošolska 1. stopnje ipd.";"2016";"Tretje rojstvo ali veè";141
"35-39 let";"Visokošolska 1. stopnje ipd.";"2017";"Prvo rojstvo";208
"35-39 let";"Visokošolska 1. stopnje ipd.";"2017";"Drugo rojstvo";308
"35-39 let";"Visokošolska 1. stopnje ipd.";"2017";"Tretje rojstvo ali veè";131
"35-39 let";"Visokošolska 1. stopnje ipd.";"2018";"Prvo rojstvo";210
"35-39 let";"Visokošolska 1. stopnje ipd.";"2018";"Drugo rojstvo";282
"35-39 let";"Visokošolska 1. stopnje ipd.";"2018";"Tretje rojstvo ali veè";159
"35-39 let";"Visokošolska 2. stopnje ipd.";"2010";"Prvo rojstvo";269
"35-39 let";"Visokošolska 2. stopnje ipd.";"2010";"Drugo rojstvo";426
"35-39 let";"Visokošolska 2. stopnje ipd.";"2010";"Tretje rojstvo ali veè";288
"35-39 let";"Visokošolska 2. stopnje ipd.";"2011";"Prvo rojstvo";290
"35-39 let";"Visokošolska 2. stopnje ipd.";"2011";"Drugo rojstvo";484
"35-39 let";"Visokošolska 2. stopnje ipd.";"2011";"Tretje rojstvo ali veè";283
"35-39 let";"Visokošolska 2. stopnje ipd.";"2012";"Prvo rojstvo";319
"35-39 let";"Visokošolska 2. stopnje ipd.";"2012";"Drugo rojstvo";522
"35-39 let";"Visokošolska 2. stopnje ipd.";"2012";"Tretje rojstvo ali veè";273
"35-39 let";"Visokošolska 2. stopnje ipd.";"2013";"Prvo rojstvo";315
"35-39 let";"Visokošolska 2. stopnje ipd.";"2013";"Drugo rojstvo";480
"35-39 let";"Visokošolska 2. stopnje ipd.";"2013";"Tretje rojstvo ali veè";275
"35-39 let";"Visokošolska 2. stopnje ipd.";"2014";"Prvo rojstvo";344
"35-39 let";"Visokošolska 2. stopnje ipd.";"2014";"Drugo rojstvo";505
"35-39 let";"Visokošolska 2. stopnje ipd.";"2014";"Tretje rojstvo ali veè";308
"35-39 let";"Visokošolska 2. stopnje ipd.";"2015";"Prvo rojstvo";356
"35-39 let";"Visokošolska 2. stopnje ipd.";"2015";"Drugo rojstvo";519
"35-39 let";"Visokošolska 2. stopnje ipd.";"2015";"Tretje rojstvo ali veè";269
"35-39 let";"Visokošolska 2. stopnje ipd.";"2016";"Prvo rojstvo";390
"35-39 let";"Visokošolska 2. stopnje ipd.";"2016";"Drugo rojstvo";527
"35-39 let";"Visokošolska 2. stopnje ipd.";"2016";"Tretje rojstvo ali veè";277
"35-39 let";"Visokošolska 2. stopnje ipd.";"2017";"Prvo rojstvo";367
"35-39 let";"Visokošolska 2. stopnje ipd.";"2017";"Drugo rojstvo";610
"35-39 let";"Visokošolska 2. stopnje ipd.";"2017";"Tretje rojstvo ali veè";306
"35-39 let";"Visokošolska 2. stopnje ipd.";"2018";"Prvo rojstvo";392
"35-39 let";"Visokošolska 2. stopnje ipd.";"2018";"Drugo rojstvo";541
"35-39 let";"Visokošolska 2. stopnje ipd.";"2018";"Tretje rojstvo ali veè";337
"35-39 let";"Visokošolska 3. stopnje ipd.";"2010";"Prvo rojstvo";41
"35-39 let";"Visokošolska 3. stopnje ipd.";"2010";"Drugo rojstvo";73
"35-39 let";"Visokošolska 3. stopnje ipd.";"2010";"Tretje rojstvo ali veè";43
"35-39 let";"Visokošolska 3. stopnje ipd.";"2011";"Prvo rojstvo";53
"35-39 let";"Visokošolska 3. stopnje ipd.";"2011";"Drugo rojstvo";106
"35-39 let";"Visokošolska 3. stopnje ipd.";"2011";"Tretje rojstvo ali veè";69
"35-39 let";"Visokošolska 3. stopnje ipd.";"2012";"Prvo rojstvo";68
"35-39 let";"Visokošolska 3. stopnje ipd.";"2012";"Drugo rojstvo";92
"35-39 let";"Visokošolska 3. stopnje ipd.";"2012";"Tretje rojstvo ali veè";57
"35-39 let";"Visokošolska 3. stopnje ipd.";"2013";"Prvo rojstvo";70
"35-39 let";"Visokošolska 3. stopnje ipd.";"2013";"Drugo rojstvo";83
"35-39 let";"Visokošolska 3. stopnje ipd.";"2013";"Tretje rojstvo ali veè";58
"35-39 let";"Visokošolska 3. stopnje ipd.";"2014";"Prvo rojstvo";69
"35-39 let";"Visokošolska 3. stopnje ipd.";"2014";"Drugo rojstvo";105
"35-39 let";"Visokošolska 3. stopnje ipd.";"2014";"Tretje rojstvo ali veè";63
"35-39 let";"Visokošolska 3. stopnje ipd.";"2015";"Prvo rojstvo";91
"35-39 let";"Visokošolska 3. stopnje ipd.";"2015";"Drugo rojstvo";83
"35-39 let";"Visokošolska 3. stopnje ipd.";"2015";"Tretje rojstvo ali veè";70
"35-39 let";"Visokošolska 3. stopnje ipd.";"2016";"Prvo rojstvo";86
"35-39 let";"Visokošolska 3. stopnje ipd.";"2016";"Drugo rojstvo";123
"35-39 let";"Visokošolska 3. stopnje ipd.";"2016";"Tretje rojstvo ali veè";60
"35-39 let";"Visokošolska 3. stopnje ipd.";"2017";"Prvo rojstvo";82
"35-39 let";"Visokošolska 3. stopnje ipd.";"2017";"Drugo rojstvo";130
"35-39 let";"Visokošolska 3. stopnje ipd.";"2017";"Tretje rojstvo ali veè";56
"35-39 let";"Visokošolska 3. stopnje ipd.";"2018";"Prvo rojstvo";83
"35-39 let";"Visokošolska 3. stopnje ipd.";"2018";"Drugo rojstvo";121
"35-39 let";"Visokošolska 3. stopnje ipd.";"2018";"Tretje rojstvo ali veè";65
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2010";"Prvo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2010";"Drugo rojstvo";3
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2010";"Tretje rojstvo ali veè";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2011";"Prvo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2011";"Drugo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2011";"Tretje rojstvo ali veè";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2012";"Prvo rojstvo";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2012";"Drugo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2012";"Tretje rojstvo ali veè";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2013";"Prvo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2013";"Drugo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2013";"Tretje rojstvo ali veè";2
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2014";"Prvo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2014";"Drugo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2014";"Tretje rojstvo ali veè";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2015";"Prvo rojstvo";2
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2015";"Drugo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2015";"Tretje rojstvo ali veè";3
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2016";"Prvo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2016";"Drugo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2016";"Tretje rojstvo ali veè";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2017";"Prvo rojstvo";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2017";"Drugo rojstvo";0
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2017";"Tretje rojstvo ali veè";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2018";"Prvo rojstvo";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2018";"Drugo rojstvo";1
"40-44 let";"Brez izobrazbe, nepopolna osnovnošolska";"2018";"Tretje rojstvo ali veè";1
"40-44 let";"Osnovnošolska";"2010";"Prvo rojstvo";7
"40-44 let";"Osnovnošolska";"2010";"Drugo rojstvo";11
"40-44 let";"Osnovnošolska";"2010";"Tretje rojstvo ali veè";33
"40-44 let";"Osnovnošolska";"2011";"Prvo rojstvo";11
"40-44 let";"Osnovnošolska";"2011";"Drugo rojstvo";15
"40-44 let";"Osnovnošolska";"2011";"Tretje rojstvo ali veè";32
"40-44 let";"Osnovnošolska";"2012";"Prvo rojstvo";9
"40-44 let";"Osnovnošolska";"2012";"Drugo rojstvo";9
"40-44 let";"Osnovnošolska";"2012";"Tretje rojstvo ali veè";34
"40-44 let";"Osnovnošolska";"2013";"Prvo rojstvo";7
"40-44 let";"Osnovnošolska";"2013";"Drugo rojstvo";5
"40-44 let";"Osnovnošolska";"2013";"Tretje rojstvo ali veè";31
"40-44 let";"Osnovnošolska";"2014";"Prvo rojstvo";2
"40-44 let";"Osnovnošolska";"2014";"Drugo rojstvo";11
"40-44 let";"Osnovnošolska";"2014";"Tretje rojstvo ali veè";34
"40-44 let";"Osnovnošolska";"2015";"Prvo rojstvo";17
"40-44 let";"Osnovnošolska";"2015";"Drugo rojstvo";16
"40-44 let";"Osnovnošolska";"2015";"Tretje rojstvo ali veè";30
"40-44 let";"Osnovnošolska";"2016";"Prvo rojstvo";7
"40-44 let";"Osnovnošolska";"2016";"Drugo rojstvo";9
"40-44 let";"Osnovnošolska";"2016";"Tretje rojstvo ali veè";26
"40-44 let";"Osnovnošolska";"2017";"Prvo rojstvo";6
"40-44 let";"Osnovnošolska";"2017";"Drugo rojstvo";15
"40-44 let";"Osnovnošolska";"2017";"Tretje rojstvo ali veè";28
"40-44 let";"Osnovnošolska";"2018";"Prvo rojstvo";6
"40-44 let";"Osnovnošolska";"2018";"Drugo rojstvo";9
"40-44 let";"Osnovnošolska";"2018";"Tretje rojstvo ali veè";21
"40-44 let";"Nižja poklicna, srednja poklicna";"2010";"Prvo rojstvo";10
"40-44 let";"Nižja poklicna, srednja poklicna";"2010";"Drugo rojstvo";11
"40-44 let";"Nižja poklicna, srednja poklicna";"2010";"Tretje rojstvo ali veè";22
"40-44 let";"Nižja poklicna, srednja poklicna";"2011";"Prvo rojstvo";6
"40-44 let";"Nižja poklicna, srednja poklicna";"2011";"Drugo rojstvo";14
"40-44 let";"Nižja poklicna, srednja poklicna";"2011";"Tretje rojstvo ali veè";28
"40-44 let";"Nižja poklicna, srednja poklicna";"2012";"Prvo rojstvo";9
"40-44 let";"Nižja poklicna, srednja poklicna";"2012";"Drugo rojstvo";22
"40-44 let";"Nižja poklicna, srednja poklicna";"2012";"Tretje rojstvo ali veè";24
"40-44 let";"Nižja poklicna, srednja poklicna";"2013";"Prvo rojstvo";12
"40-44 let";"Nižja poklicna, srednja poklicna";"2013";"Drugo rojstvo";13
"40-44 let";"Nižja poklicna, srednja poklicna";"2013";"Tretje rojstvo ali veè";29
"40-44 let";"Nižja poklicna, srednja poklicna";"2014";"Prvo rojstvo";12
"40-44 let";"Nižja poklicna, srednja poklicna";"2014";"Drugo rojstvo";11
"40-44 let";"Nižja poklicna, srednja poklicna";"2014";"Tretje rojstvo ali veè";37
"40-44 let";"Nižja poklicna, srednja poklicna";"2015";"Prvo rojstvo";11
"40-44 let";"Nižja poklicna, srednja poklicna";"2015";"Drugo rojstvo";18
"40-44 let";"Nižja poklicna, srednja poklicna";"2015";"Tretje rojstvo ali veè";26
"40-44 let";"Nižja poklicna, srednja poklicna";"2016";"Prvo rojstvo";15
"40-44 let";"Nižja poklicna, srednja poklicna";"2016";"Drugo rojstvo";25
"40-44 let";"Nižja poklicna, srednja poklicna";"2016";"Tretje rojstvo ali veè";27
"40-44 let";"Nižja poklicna, srednja poklicna";"2017";"Prvo rojstvo";19
"40-44 let";"Nižja poklicna, srednja poklicna";"2017";"Drugo rojstvo";17
"40-44 let";"Nižja poklicna, srednja poklicna";"2017";"Tretje rojstvo ali veè";24
"40-44 let";"Nižja poklicna, srednja poklicna";"2018";"Prvo rojstvo";15
"40-44 let";"Nižja poklicna, srednja poklicna";"2018";"Drugo rojstvo";21
"40-44 let";"Nižja poklicna, srednja poklicna";"2018";"Tretje rojstvo ali veè";34
"40-44 let";"Srednja strokovna, srednja splošna";"2010";"Prvo rojstvo";35
"40-44 let";"Srednja strokovna, srednja splošna";"2010";"Drugo rojstvo";52
"40-44 let";"Srednja strokovna, srednja splošna";"2010";"Tretje rojstvo ali veè";53
"40-44 let";"Srednja strokovna, srednja splošna";"2011";"Prvo rojstvo";21
"40-44 let";"Srednja strokovna, srednja splošna";"2011";"Drugo rojstvo";33
"40-44 let";"Srednja strokovna, srednja splošna";"2011";"Tretje rojstvo ali veè";48
"40-44 let";"Srednja strokovna, srednja splošna";"2012";"Prvo rojstvo";45
"40-44 let";"Srednja strokovna, srednja splošna";"2012";"Drugo rojstvo";47
"40-44 let";"Srednja strokovna, srednja splošna";"2012";"Tretje rojstvo ali veè";52
"40-44 let";"Srednja strokovna, srednja splošna";"2013";"Prvo rojstvo";51
"40-44 let";"Srednja strokovna, srednja splošna";"2013";"Drugo rojstvo";56
"40-44 let";"Srednja strokovna, srednja splošna";"2013";"Tretje rojstvo ali veè";49
"40-44 let";"Srednja strokovna, srednja splošna";"2014";"Prvo rojstvo";46
"40-44 let";"Srednja strokovna, srednja splošna";"2014";"Drugo rojstvo";36
"40-44 let";"Srednja strokovna, srednja splošna";"2014";"Tretje rojstvo ali veè";58
"40-44 let";"Srednja strokovna, srednja splošna";"2015";"Prvo rojstvo";46
"40-44 let";"Srednja strokovna, srednja splošna";"2015";"Drugo rojstvo";55
"40-44 let";"Srednja strokovna, srednja splošna";"2015";"Tretje rojstvo ali veè";50
"40-44 let";"Srednja strokovna, srednja splošna";"2016";"Prvo rojstvo";52
"40-44 let";"Srednja strokovna, srednja splošna";"2016";"Drugo rojstvo";50
"40-44 let";"Srednja strokovna, srednja splošna";"2016";"Tretje rojstvo ali veè";74
"40-44 let";"Srednja strokovna, srednja splošna";"2017";"Prvo rojstvo";47
"40-44 let";"Srednja strokovna, srednja splošna";"2017";"Drugo rojstvo";55
